donor,announcement_date,aid_type_general,aid_type_specific,explanation,item,item_type,item_sub_type,source_reported_value,tot_activity_value_EUR,item_value_estimate_USD
Germany,2022-10-11,Military,Weapons and equipment,"11 October 2022 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",ambulance,Humanitarian,Humanitarian,,,7920000.0
Germany,2022-10-11,Military,Weapons and equipment,"11 October 2022 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",mobile heating system,Humanitarian,Humanitarian,,,34800.0
Germany,2022-10-11,Military,Weapons and equipment,"11 October 2022 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",Zusana-2 howitzer,Heavy weapon,155mm howitzer,,,36276246.0
Germany,2022-10-18,Military,Weapons and equipment,"18 October 2022 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",generator,Military equipment,Military equipment,,,4065528.0
Germany,2022-10-18,Military,Weapons and equipment,"18 October 2022 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",heavy and medium bridge system,Military equipment,Military equipment,,,15876889.0
Germany,2022-10-18,Military,Weapons and equipment,"18 October 2022 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",heavy duty trailer truck 8x8 HX81,Military equipment,non combat military vehicle,,,33771920.0
Germany,2022-10-18,Military,Weapons and equipment,"18 October 2022 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",military tent,Military equipment,Military equipment,,,7000.0
Germany,2022-10-18,Military,Weapons and equipment,"18 October 2022 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",Pionierpanzer Dachs,Heavy weapon,Armored Utility Vehicle (AUV),,,6200795.0
Germany,2022-10-18,Military,Weapons and equipment,"18 October 2022 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",sleeping bag,Humanitarian,Humanitarian,,,600000.0
Germany,2022-10-18,Military,Weapons and equipment,"18 October 2022 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",winter hat,humanitarian,Humanitarian,,,
Germany,2022-10-18,Military,Weapons and equipment,"18 October 2022 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",winter jacket,humanitarian,Humanitarian,,,
Germany,2022-10-18,Military,Weapons and equipment,"18 October 2022 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",winter trouser,humanitarian,Humanitarian,,,
Germany,2022-10-26,Military,Weapons and equipment,"26 October 2022 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",155mm artillery round,Ammunition for heavy weapon,155mm howitzer ammunition,,,4731160.0
Germany,2022-10-26,Military,Weapons and equipment,"26 October 2022 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",40mm ammunition,Ammunition for light infantry,Small Arms and Light Weapons (SALW) ammunition,,,8569000.0
Germany,2022-10-26,Military,Weapons and equipment,"26 October 2022 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",Ammunition for MARS II,Ammunition for heavy weapon,127mm MLRS ammunition,,,
Germany,2022-11-01,Military,Weapons and equipment,"01 November 2022 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",border protection vehicle,Military equipment,non combat military vehicle,,,175000000.0
Germany,2022-11-09,Military,Weapons and equipment,"09 November 2022 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",anti-drone sensors and jammers,Military equipment,Military equipment,,,
Germany,2022-11-09,Military,Weapons and equipment,"09 November 2022 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",IRIS-T SLM/SLS missile,Ammunition for heavy weapon,Anti-aircraft system ammunition,,,
Germany,2022-11-09,Military,Weapons and equipment,"09 November 2022 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",mine clearing tank (WISENT 1),Heavy weapon,Armored Recovery Vehicle (ARV),,,17032260.0
Germany,2022-11-09,Military,Weapons and equipment,"09 November 2022 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",mobile and protected mine clearing system Ahlmann,Military equipment,non combat military vehicle,,,3291600.0
Germany,2022-11-09,Military,Weapons and equipment,"09 November 2022 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",mobile reconnaissance system SurveilSPIRE (on vehicles),Military equipment,Military equipment,,,
Germany,2022-11-15,Military,Weapons and equipment,"15 November 2022 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",mobile and protected mine clearing system Ahlmann,Military equipment,non combat military vehicle,,,2468700.0
Germany,2022-11-23,Military,Weapons and equipment,"23 November 2022 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",tracked and remote controlled infantry vehicle THeMIS,Military equipment,Unmanned Ground Vehicle (UGV),,,
Germany,2022-12-01,Military,Weapons and equipment,"01 December 2022 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",Gepard rapid-fire armored vehicle,Heavy weapon,Self-propelled anti-aircraft weapon,,,8334564.0
Germany,2022-12-01,Military,Weapons and equipment,"01 December 2022 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",Mi-24 spare parts,Military equipment,spare parts,,,
Germany,2022-12-07,Military,Weapons and equipment,"07 December 2022 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",anti-drone sensors and jammers,Military equipment,Military equipment,,,
Germany,2022-12-07,Military,Weapons and equipment,"07 December 2022 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",hangar tent,Military equipment,Military equipment,,,
Germany,2022-12-07,Military,Weapons and equipment,"07 December 2022 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",load handling truck 8x7,Military equipment,non combat military vehicle,,,657043.0
Germany,2022-12-07,Military,Weapons and equipment,"07 December 2022 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",RCH-155 self propelled howitzer,Heavy weapon,155mm howitzer,,,216000000.0
Germany,2022-12-20,Military,Weapons and equipment,"20 December 2022 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",load handling trucks 15t,Military equipment,non combat military vehicle,,,8400000.0
Germany,2022-12-20,Military,Weapons and equipment,"20 December 2022 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",mobile heating system,Humanitarian,Humanitarian,,,15000.0
Germany,,Military,Weapons and equipment,"The UNROCA report lists the number of GMLRS missiles to be delivered by Germany to Ukraine in 2022 (Source of aid 1). As Germany has not yet disclosed the number of missiles, we report the amount here.",Ammunition for MARS II,Ammunition for heavy weapon,127mm MLRS ammunition,,,183750000.0
Germany,2023-01-04,Military,Weapons and equipment,"04 January 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",drone detection system,Military equipment,Military equipment,,,
Germany,2023-01-04,Military,Weapons and equipment,"04 January 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",generator,Military equipment,Military equipment,,,466536.0
Germany,2023-01-04,Military,Weapons and equipment,"04 January 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",M1070 Oshkosh tank transporter tractor,Military equipment,non combat military vehicle,,,94550.0
Germany,2023-01-04,Military,Weapons and equipment,"04 January 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",Pick-up,Military equipment,non combat military vehicle,,,2000000.0
Germany,2023-01-04,Military,Weapons and equipment,"04 January 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",wool blanket,Military equipment,Military equipment,,,3094000.0
Germany,2023-01-13,Military,Weapons and equipment,"13 January 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",first aid kit,Military equipment,Military equipment,,,3782000.0
Germany,2023-01-13,Military,Weapons and equipment,"13 January 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",infantry fighting vehicle MARDER ,Heavy weapon,Infantry fighting vehicle (IFV),,,61200000.0
Germany,2023-01-13,Military,Weapons and equipment,"13 January 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",mobile heating system,Humanitarian,Humanitarian,,,600.0
Germany,2023-01-13,Military,Weapons and equipment,"13 January 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",Patriot air defense battery,Heavy weapon,Anti-aircraft surface-to-air missile (SAM) system (long-range),,,400000000.0
Germany,2023-01-19,Military,Weapons and equipment,"19 January 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",Air surveillance radar TRML-4D,Military equipment ,Radar or imagery systems,,,37990397.0
Germany,2023-01-27,Military,Weapons and equipment,"27 January 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",Bergepanzer 3,Heavy weapon,Armored Recovery Vehicle (ARV),,,
Germany,2023-01-27,Military,Weapons and equipment,"27 January 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",Leopard-2A6,Heavy weapon,Main Battle Tank (MBT),,,140000000.0
Germany,2023-01-27,Military,Weapons and equipment,"27 January 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",semi-trailer,Military equipment,non combat military vehicle,,,
Germany,2023-01-27,Military,Weapons and equipment,"27 January 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",truck tractor train,Military equipment,Armored Utility Vehicle (AUV),,,7680000.0
Germany,2023-02-03,Military,Weapons and equipment,"03 February 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",Laser target designator,Military equipment,Military equipment,,,2044327.0
Germany,2023-02-03,Military,Weapons and equipment,"03 February 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",mobile antenna mast system,Military equipment ,Military equipment,,,
Germany,2023-02-08,Military,Weapons and equipment,"08 February 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",generator,Military equipment,Military equipment,,,644264.0
Germany,2023-02-08,Military,Weapons and equipment,"08 February 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",load handling truck 8x9,Military equipment,non combat military vehicle,,,657043.0
Germany,2023-02-08,Military,Weapons and equipment,"08 February 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",roll off container,Military equipment,Military equipment,,,80000.0
Germany,2023-02-16,Military,Weapons and equipment,"16 February 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",load handling trucks 15t,Military equipment,non combat military vehicle,,,700000.0
Germany,2023-02-21,Military,Weapons and equipment,"21 February 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",GEPARD ammunition round,Ammunition for heavy weapon,Anti-aircraft guns ammunition,,,80082000.0
Germany,2023-02-21,Military,Weapons and equipment,"21 February 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",winter camouflage net,Military equipment,Military equipment,,,
Germany,2023-02-21,Military,Weapons and equipment,"21 February 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",Zetro truck,Military equipment ,Armored Utility Vehicle (AUV),,,4504934.0
Germany,2023-03-01,Military,Weapons and equipment,"01 March 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",generator,Military equipment,Military equipment,,,555400.0
Germany,2023-03-01,Military,Weapons and equipment,"01 March 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",Leopard-2A6,Heavy weapon,Main Battle Tank (MBT),,,40000000.0
Germany,2023-03-01,Military,Weapons and equipment,"01 March 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",mobile antenna mast system,Military equipment ,Military equipment,,,
Germany,2023-03-07,Military,Weapons and equipment,"07 March 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",BIBER bridge-laying tank,Heavy weapon,Vehicle Launched Bridge (VLB),,,25284581.0
Germany,2023-03-07,Military,Weapons and equipment,"07 March 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",Pistol SFP9,Light armaments & infantry,Small Arms and Light Weapons (SALW),,,481530.0
Germany,2023-03-15,Military,Weapons and equipment,"15 March 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",155mm artillery round,Ammunition for heavy weapon,155mm howitzer ammunition,,,7949900.0
Germany,2023-03-15,Military,Weapons and equipment,"15 March 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",Forklift ,Military equipment,non combat military vehicle,,,65000.0
Germany,2023-03-15,Military,Weapons and equipment,"15 March 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",generator,Military equipment,Military equipment,,,555400.0
Germany,2023-03-24,Military,Weapons and equipment,"24 March 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",MG3,Light armaments & infantry,Small Arms and Light Weapons (SALW),,,210000.0
Germany,2023-03-24,Military,Weapons and equipment,"24 March 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",Spare parts for LEOPARD 2 and MARDER,Military equipment,Military equipment,,,
Germany,2023-03-30,Military,Weapons and equipment,"30 March 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",tourniquet,Military equipment,Military equipment,,,3191970.0
Germany,2023-03-30,Military,Weapons and equipment,"30 March 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",Zetro truck,Military equipment ,Armored Utility Vehicle (AUV),,,3861372.0
Germany,2023-04-06,Military,Weapons and equipment,"06 April 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",Zetro truck,Military equipment ,Armored Utility Vehicle (AUV),,,1287124.0
Germany,2023-04-18,Military,Weapons and equipment,"18 April 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",Zetro truck,Military equipment ,Armored Utility Vehicle (AUV),,,2574248.0
Germany,2023-04-26,Military,Weapons and equipment,"26 April 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",Iris-T SLM air defence system,Heavy weapon,Anti-aircraft surface-to-air missile (SAM) system (medium-range),,,0.0
Germany,2023-04-26,Military,Weapons and equipment,"26 April 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",load handling truck 8x6,Military equipment,non combat military vehicle,,,700000.0
Germany,2023-04-26,Military,Weapons and equipment,"26 April 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",load handling truck 8x8,Military equipment,non combat military vehicle,,,469317.0
Germany,2023-04-26,Military,Weapons and equipment,"26 April 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",Zetro truck,Military equipment ,Armored Utility Vehicle (AUV),,,1287124.0
Germany,2023-05-23,Military,Weapons and equipment,"23 May 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",155mm artillery round,Ammunition for heavy weapon,155mm howitzer ammunition,,,15512000.0
Germany,2023-05-23,Military,Weapons and equipment,"23 May 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",Air surveillance radar TRML-4D,Military equipment ,Radar or imagery systems,,,113971190.0
Germany,2023-05-23,Military,Weapons and equipment,"23 May 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",Bridge for BIBER bridge-laying tank,Military equipment,Military equipment,,,
Germany,2023-05-23,Military,Weapons and equipment,"23 May 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",Gepard rapid-fire armored vehicle,Heavy weapon,Self-propelled anti-aircraft weapon,,,17859779.0
Germany,2023-05-23,Military,Weapons and equipment,"23 May 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",GMG grenade launcher,Portable defence system,Grenade launcher,,,2000000.0
Germany,2023-05-23,Military,Weapons and equipment,"23 May 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",ground surveillance radar GO12,Military equipment,Military equipment,,,2000000.0
Germany,2023-05-23,Military,Weapons and equipment,"23 May 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",group module ration,Military equipment,Military equipment,,,4354680.0
Germany,2023-05-23,Military,Weapons and equipment,"23 May 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",infantry fighting vehicle MARDER ,Heavy weapon,Infantry fighting vehicle (IFV),,,30600000.0
Germany,2023-05-23,Military,Weapons and equipment,"23 May 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",Iris-T SLM air defence system,Heavy weapon,Anti-aircraft surface-to-air missile (SAM) system (medium-range),,,638238667.0
Germany,2023-05-23,Military,Weapons and equipment,"23 May 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",Iris-T SLS launcher,Heavy weapon,Spare Parts,,,957358000.0
Germany,2023-05-23,Military,Weapons and equipment,"23 May 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",Leopard-1 ammunition,Ammunition for heavy weapon,Military equipment,,,
Germany,2023-05-23,Military,Weapons and equipment,"23 May 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",Leopard-1A5,Heavy weapon,Main Battle Tank (MBT),,,24262695.0
Germany,2023-05-23,Military,Weapons and equipment,"23 May 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",load handling truck 8x11,Military equipment,non combat military vehicle,,,281590.0
Germany,2023-05-23,Military,Weapons and equipment,"23 May 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",load handling truck 8x6,Military equipment,non combat military vehicle,,,700000.0
Germany,2023-05-23,Military,Weapons and equipment,"23 May 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",M1070 Oshkosh tank transporter tractor,Military equipment,non combat military vehicle,,,945500.0
Germany,2023-05-23,Military,Weapons and equipment,"23 May 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",MARDER ammunition round,Heavy weapon,Ammunition for heavy weapon,,,
Germany,2023-05-23,Military,Weapons and equipment,"23 May 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",MG3,Light armaments & infantry,Small Arms and Light Weapons (SALW),,,54000.0
Germany,2023-05-23,Military,Weapons and equipment,"23 May 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",MG5 machine gun,Military equipment,Military equipment,,,1694124.0
Germany,2023-05-23,Military,Weapons and equipment,"23 May 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",Pick-up,Military equipment,non combat military vehicle,,,850000.0
Germany,2023-05-23,Military,Weapons and equipment,"23 May 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",reconnaissance drone VECTOR,Aviation and drones,Drone,,,25000000.0
Germany,2023-05-23,Military,Weapons and equipment,"23 May 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",Satcom surveillance system,Military equipment,Military equipment,,,
Germany,2023-05-23,Military,Weapons and equipment,"23 May 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",unmanned surface vessel,Military equipment,Patrol and coastal combatants,,,25482046.0
Germany,2023-05-23,Military,Weapons and equipment,"23 May 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",Zetro truck,Military equipment ,Armored Utility Vehicle (AUV),,,22202889.0
Germany,2023-05-31,Military,Weapons and equipment,"31 May 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",Bandvagn 206 tracked all-terrain vehicles,Heavy weapon,non combat military vehicle,,,984400.0
Germany,2023-05-31,Military,Weapons and equipment,"31 May 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",unspecified Armored Personnel Carrier (Germany),Heavy weapon,Armored Personnel Carrier (APC),,,
Germany,2023-06-06,Military,Weapons and equipment,"06 June 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",drone detection system,Military equipment,Military equipment,,,
Germany,2023-06-06,Military,Weapons and equipment,"06 June 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",GEPARD ammunition round,Ammunition for heavy weapon,Anti-aircraft guns ammunition,,,533880.0
Germany,2023-06-06,Military,Weapons and equipment,"06 June 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",reconnaissance drone VECTOR,Aviation and drones,Drone,,,60000000.0
Germany,2023-06-15,Military,Weapons and equipment,"15 June 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",first aid kit,Military equipment,Military equipment,,,9833200.0
Germany,2023-06-21,Military,Weapons and equipment,"21 June 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",Patriot air defense munition,Ammunition for heavy weapon,Surface-to-air missile (SAM),,,
Germany,2023-07-07,Military,Weapons and equipment,"07 July 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",anti-drone sensors and jammers,Military equipment,Military equipment,,,
Germany,2023-07-07,Military,Weapons and equipment,"07 July 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",radio jammer,Military equipment,Military equipment,,,
Germany,2023-07-12,Military,Weapons and equipment,"12 July 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",155mm smoke\illuminating ammunition,Ammunition for heavy weapon,155mm howitzer ammunition,,,23687880.0
Germany,2023-07-12,Military,Weapons and equipment,"12 July 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",Bridge for BIBER bridge-laying tank,Military equipment,Military equipment,,,
Germany,2023-07-12,Military,Weapons and equipment,"12 July 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",spare part package for VECTOR drone,Military equipment,Military equipment,,,
Germany,2023-07-20,Military,Weapons and equipment,"20 July 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",155mm smoke\illuminating ammunition,Ammunition for heavy weapon,155mm howitzer ammunition,,,16297261.0
Germany,2023-07-20,Military,Weapons and equipment,"20 July 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",ground surveillance radar GO12,Military equipment,Military equipment,,,100000.0
Germany,2023-07-20,Military,Weapons and equipment,"20 July 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",Laser target designator,Military equipment,Military equipment,,,1022163.0
Germany,2023-07-20,Military,Weapons and equipment,"20 July 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",MG3,Light armaments & infantry,Small Arms and Light Weapons (SALW),,,60000.0
Germany,2023-07-20,Military,Weapons and equipment,"20 July 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",reconnaissance drone RQ-35 HEIDRUN,Aviation and drones,Drone,,,12137600.0
Germany,2023-07-20,Military,Weapons and equipment,"20 July 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",trailer,Military equipment,non combat military vehicle,,,600000.0
Germany,2023-07-28,Military,Weapons and equipment,"28 July 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",155mm smoke\illuminating ammunition,Ammunition for heavy weapon,155mm howitzer ammunition,,,54766379.0
Germany,2023-07-28,Military,Weapons and equipment,"28 July 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",ambulance,Humanitarian,Humanitarian,,,2420000.0
Germany,2023-07-28,Military,Weapons and equipment,"28 July 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",Dental sterilizer,Military equipment,Military equipment,,,59980.0
Germany,2023-07-28,Military,Weapons and equipment,"28 July 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",first aid kit,Military equipment,Military equipment,,,756400.0
Germany,2023-07-28,Military,Weapons and equipment,"28 July 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",reconnaissance drone RQ-35 HEIDRUN,Aviation and drones,Drone,,,3034400.0
Germany,2023-08-04,Military,Weapons and equipment,"04 August 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",Bergepanzer 2,Heavy weapon,Armored Recovery Vehicle (ARV),,,3736951.0
Germany,2023-08-04,Military,Weapons and equipment,"04 August 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",infantry fighting vehicle MARDER ,Heavy weapon,Infantry fighting vehicle (IFV),,,61200000.0
Germany,2023-08-04,Military,Weapons and equipment,"04 August 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",man-portable anti-tank weapon,Portable defence system,Light Anti-armor Weapon (LAW),,,69671216.0
Germany,2023-08-04,Military,Weapons and equipment,"04 August 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",mine plough for T-72,Military equipment,Military equipment,,,546788.0
Germany,2023-08-04,Military,Weapons and equipment,"04 August 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.",mobile reconnaissance system SurveilSPIRE (on vehicles),Military equipment,Military equipment,,,
Germany,2023-08-04,Military,Weapons and equipment,"04 August 2023 Military Aid Commitments: Utilizing the information from Source of Aid 1, we hereby document heavy weapon items donated this month.","mobile, remote controlled and protected mine clearing system",Heavy weapon,Armored Recovery Vehicle (ARV),,,2838710.0
